0, 2
5486,24
5606,4
5846,40
5899,0
6006,04
6117,4
6717,43
6837,3
26532,32
26689,2
31849,20
31913,0
32008,02
32066,2
32195,20
32233,0
32343,02
32386,2
32553,20
32664,0
33047,02
33239,2
34448,20
34491,0
34611,02
34650,2
40686,20
40772,0
42603,02
42677,2
44510,20
44536,0
44780,02
44839,2
58438,20
58505,0
58572,02
58624,2
70228,23
70263,3
70561,32
70627,2
70701,23
70781,3
72038,32
72226,2
76857,23
77061,3
77829,32
77962,2
78095,23
78156,3
90180,30
90252,0
90590,03
90667,3
102935,32
103020,2
106574,24
106689,4
107999,4
