0, 2
1770,20
1831,0
2186,02
2234,2
5692,24
5758,4
6369,42
6472,2
7038,24
7170,4
9601,45
9655,5
9802,54
9866,4
14854,40
14910,0
16910,04
16982,4
17871,45
17911,5
17996,54
18025,4
19952,40
19984,0
20153,03
20239,3
30167,32
30286,2
31074,24
31142,4
36913,40
36959,0
37165,04
37209,4
37274,45
37298,5
37878,54
37951,4
40951,45
41000,5
41587,53
41648,3
52718,34
52778,4
54110,43
54200,3
71188,30
71236,0
71319,03
71433,3
74965,32
75036,2
86854,24
86939,4
95104,45
95161,5
95215,54
95276,4
98361,45
98424,5
98763,54
98837,4
102468,45
102520,5
102554,50
102587,0
102632,04
102717,4
104910,40
104968,0
106838,02
106856,2
108007,2
